warehouse_id,warehouse_region,capacity_units,fixed_daily_cost_usd
WH-N103670,North,120000,1800
WH-S103671,South,115000,1700
WH-E103672,East,118000,1750
WH-W103673,West,110000,1680
WH-C103674,Central,180000,2600
WH-N103675,North,120000,1800
WH-S103676,South,115000,1700
WH-E103677,East,118000,1750
WH-W103678,West,110000,1680
WH-C103679,Central,180000,2600
WH-N103680,North,120000,1800
WH-S103681,South,115000,1700
WH-E103682,East,118000,1750
WH-W103683,West,110000,1680
WH-C103684,Central,180000,2600
WH-N103685,North,120000,1800
WH-S103686,South,115000,1700
WH-E103687,East,118000,1750
WH-W103688,West,110000,1680
WH-C103689,Central,180000,2600
WH-N103690,North,120000,1800
WH-S103691,South,115000,1700
WH-E103692,East,118000,1750
WH-W103693,West,110000,1680
WH-C103694,Central,180000,2600
WH-N103695,North,120000,1800
WH-S103696,South,115000,1700
WH-E103697,East,118000,1750
WH-W103698,West,110000,1680
WH-C103699,Central,180000,2600
WH-N103700,North,120000,1800
WH-S103701,South,115000,1700
WH-E103702,East,118000,1750
WH-W103703,West,110000,1680
WH-C103704,Central,180000,2600
WH-N103705,North,120000,1800
WH-S103706,South,115000,1700
WH-E103707,East,118000,1750
WH-W103708,West,110000,1680
WH-C103709,Central,180000,2600
WH-N103710,North,120000,1800
WH-S103711,South,115000,1700
WH-E103712,East,118000,1750
WH-W103713,West,110000,1680
WH-C103714,Central,180000,2600
WH-N103715,North,120000,1800
WH-S103716,South,115000,1700
WH-E103717,East,118000,1750
WH-W103718,West,110000,1680
WH-C103719,Central,180000,2600
WH-N103720,North,120000,1800
WH-S103721,South,115000,1700
WH-E103722,East,118000,1750
WH-W103723,West,110000,1680
WH-C103724,Central,180000,2600
WH-N103725,North,120000,1800
WH-S103726,South,115000,1700
WH-E103727,East,118000,1750
WH-W103728,West,110000,1680
WH-C103729,Central,180000,2600
WH-N103730,North,120000,1800
WH-S103731,South,115000,1700
WH-E103732,East,118000,1750
WH-W103733,West,110000,1680
WH-C103734,Central,180000,2600
WH-N103735,North,120000,1800
WH-S103736,South,115000,1700
WH-E103737,East,118000,1750
WH-W103738,West,110000,1680
WH-C103739,Central,180000,2600
WH-N103740,North,120000,1800
WH-S103741,South,115000,1700
WH-E103742,East,118000,1750
WH-W103743,West,110000,1680
WH-C103744,Central,180000,2600
WH-N103745,North,120000,1800
WH-S103746,South,115000,1700
WH-E103747,East,118000,1750
WH-W103748,West,110000,1680
WH-C103749,Central,180000,2600
WH-N103750,North,120000,1800
WH-S103751,South,115000,1700
WH-E103752,East,118000,1750
WH-W103753,West,110000,1680
WH-C103754,Central,180000,2600
WH-N103755,North,120000,1800
WH-S103756,South,115000,1700
WH-E103757,East,118000,1750
WH-W103758,West,110000,1680
WH-C103759,Central,180000,2600
WH-N103760,North,120000,1800
WH-S103761,South,115000,1700
WH-E103762,East,118000,1750
WH-W103763,West,110000,1680
WH-C103764,Central,180000,2600
WH-N103765,North,120000,1800
WH-S103766,South,115000,1700
WH-E103767,East,118000,1750
WH-W103768,West,110000,1680
WH-C103769,Central,180000,2600
WH-N103770,North,120000,1800
WH-S103771,South,115000,1700
WH-E103772,East,118000,1750
WH-W103773,West,110000,1680
WH-C103774,Central,180000,2600
WH-N103775,North,120000,1800
WH-S103776,South,115000,1700
WH-E103777,East,118000,1750
WH-W103778,West,110000,1680
WH-C103779,Central,180000,2600
WH-N103780,North,120000,1800
WH-S103781,South,115000,1700
WH-E103782,East,118000,1750
WH-W103783,West,110000,1680
WH-C103784,Central,180000,2600
WH-N103785,North,120000,1800
WH-S103786,South,115000,1700
WH-E103787,East,118000,1750
WH-W103788,West,110000,1680
WH-C103789,Central,180000,2600
WH-N103790,North,120000,1800
WH-S103791,South,115000,1700
WH-E103792,East,118000,1750
WH-W103793,West,110000,1680
WH-C103794,Central,180000,2600
WH-N103795,North,120000,1800
WH-S103796,South,115000,1700
WH-E103797,East,118000,1750
WH-W103798,West,110000,1680
WH-C103799,Central,180000,2600
WH-N103800,North,120000,1800
WH-S103801,South,115000,1700
WH-E103802,East,118000,1750
WH-W103803,West,110000,1680
WH-C103804,Central,180000,2600
WH-N103805,North,120000,1800
WH-S103806,South,115000,1700
WH-E103807,East,118000,1750
WH-W103808,West,110000,1680
WH-C103809,Central,180000,2600
WH-N103810,North,120000,1800
WH-S103811,South,115000,1700
WH-E103812,East,118000,1750
WH-W103813,West,110000,1680
WH-C103814,Central,180000,2600
WH-N103815,North,120000,1800
WH-S103816,South,115000,1700
WH-E103817,East,118000,1750
WH-W103818,West,110000,1680
WH-C103819,Central,180000,2600
WH-N103820,North,120000,1800
WH-S103821,South,115000,1700
WH-E103822,East,118000,1750
WH-W103823,West,110000,1680
WH-C103824,Central,180000,2600
WH-N103825,North,120000,1800
WH-S103826,South,115000,1700
WH-E103827,East,118000,1750
WH-W103828,West,110000,1680
WH-C103829,Central,180000,2600
WH-N103830,North,120000,1800
WH-S103831,South,115000,1700
WH-E103832,East,118000,1750
WH-W103833,West,110000,1680
WH-C103834,Central,180000,2600
WH-N103835,North,120000,1800
WH-S103836,South,115000,1700
WH-E103837,East,118000,1750
WH-W103838,West,110000,1680
WH-C103839,Central,180000,2600
WH-N103840,North,120000,1800
WH-S103841,South,115000,1700
WH-E103842,East,118000,1750
WH-W103843,West,110000,1680
WH-C103844,Central,180000,2600
WH-N103845,North,120000,1800
WH-S103846,South,115000,1700
WH-E103847,East,118000,1750
WH-W103848,West,110000,1680
WH-C103849,Central,180000,2600
WH-N103850,North,120000,1800
WH-S103851,South,115000,1700
WH-E103852,East,118000,1750
WH-W103853,West,110000,1680
WH-C103854,Central,180000,2600
WH-N103855,North,120000,1800
WH-S103856,South,115000,1700
WH-E103857,East,118000,1750
WH-W103858,West,110000,1680
WH-C103859,Central,180000,2600
WH-N103860,North,120000,1800
WH-S103861,South,115000,1700
WH-E103862,East,118000,1750
WH-W103863,West,110000,1680
WH-C103864,Central,180000,2600
WH-N103865,North,120000,1800
WH-S103866,South,115000,1700
WH-E103867,East,118000,1750
WH-W103868,West,110000,1680
WH-C103869,Central,180000,2600
WH-N103870,North,120000,1800
WH-S103871,South,115000,1700
WH-E103872,East,118000,1750
WH-W103873,West,110000,1680
WH-C103874,Central,180000,2600
WH-N103875,North,120000,1800
WH-S103876,South,115000,1700
WH-E103877,East,118000,1750
WH-W103878,West,110000,1680
WH-C103879,Central,180000,2600
WH-N103880,North,120000,1800
WH-S103881,South,115000,1700
WH-E103882,East,118000,1750
WH-W103883,West,110000,1680
WH-C103884,Central,180000,2600
WH-N103885,North,120000,1800
WH-S103886,South,115000,1700
WH-E103887,East,118000,1750
WH-W103888,West,110000,1680
WH-C103889,Central,180000,2600
WH-N103890,North,120000,1800
WH-S103891,South,115000,1700
WH-E103892,East,118000,1750
WH-W103893,West,110000,1680
WH-C103894,Central,180000,2600
WH-N103895,North,120000,1800
WH-S103896,South,115000,1700
WH-E103897,East,118000,1750
WH-W103898,West,110000,1680
WH-C103899,Central,180000,2600
WH-N103900,North,120000,1800
WH-S103901,South,115000,1700
WH-E103902,East,118000,1750
WH-W103903,West,110000,1680
WH-C103904,Central,180000,2600
WH-N103905,North,120000,1800
WH-S103906,South,115000,1700
WH-E103907,East,118000,1750
WH-W103908,West,110000,1680
WH-C103909,Central,180000,2600
WH-N103910,North,120000,1800
WH-S103911,South,115000,1700
WH-E103912,East,118000,1750
WH-W103913,West,110000,1680
WH-C103914,Central,180000,2600
WH-N103915,North,120000,1800
WH-S103916,South,115000,1700
WH-E103917,East,118000,1750
WH-W103918,West,110000,1680
WH-C103919,Central,180000,2600
WH-N103920,North,120000,1800
WH-S103921,South,115000,1700
WH-E103922,East,118000,1750
WH-W103923,West,110000,1680
WH-C103924,Central,180000,2600
WH-N103925,North,120000,1800
WH-S103926,South,115000,1700
WH-E103927,East,118000,1750
WH-W103928,West,110000,1680
WH-C103929,Central,180000,2600
WH-N103930,North,120000,1800
WH-S103931,South,115000,1700
WH-E103932,East,118000,1750
WH-W103933,West,110000,1680
WH-C103934,Central,180000,2600
WH-N103935,North,120000,1800
WH-S103936,South,115000,1700
WH-E103937,East,118000,1750
WH-W103938,West,110000,1680
WH-C103939,Central,180000,2600
WH-N103940,North,120000,1800
WH-S103941,South,115000,1700
WH-E103942,East,118000,1750
WH-W103943,West,110000,1680
WH-C103944,Central,180000,2600
WH-N103945,North,120000,1800
WH-S103946,South,115000,1700
WH-E103947,East,118000,1750
WH-W103948,West,110000,1680
WH-C103949,Central,180000,2600
WH-N103950,North,120000,1800
WH-S103951,South,115000,1700
WH-E103952,East,118000,1750
WH-W103953,West,110000,1680
WH-C103954,Central,180000,2600
WH-N103955,North,120000,1800
WH-S103956,South,115000,1700
WH-E103957,East,118000,1750
WH-W103958,West,110000,1680
WH-C103959,Central,180000,2600
WH-N103960,North,120000,1800
WH-S103961,South,115000,1700
WH-E103962,East,118000,1750
WH-W103963,West,110000,1680
WH-C103964,Central,180000,2600
WH-N103965,North,120000,1800
WH-S103966,South,115000,1700
WH-E103967,East,118000,1750
WH-W103968,West,110000,1680
WH-C103969,Central,180000,2600
WH-N103970,North,120000,1800
WH-S103971,South,115000,1700
WH-E103972,East,118000,1750
WH-W103973,West,110000,1680
WH-C103974,Central,180000,2600
WH-N103975,North,120000,1800
WH-S103976,South,115000,1700
WH-E103977,East,118000,1750
WH-W103978,West,110000,1680
WH-C103979,Central,180000,2600
WH-N103980,North,120000,1800
WH-S103981,South,115000,1700
WH-E103982,East,118000,1750
WH-W103983,West,110000,1680
WH-C103984,Central,180000,2600
WH-N103985,North,120000,1800
WH-S103986,South,115000,1700
WH-E103987,East,118000,1750
WH-W103988,West,110000,1680
WH-C103989,Central,180000,2600
WH-N103990,North,120000,1800
WH-S103991,South,115000,1700
WH-E103992,East,118000,1750
WH-W103993,West,110000,1680
WH-C103994,Central,180000,2600
WH-N103995,North,120000,1800
WH-S103996,South,115000,1700
WH-E103997,East,118000,1750
WH-W103998,West,110000,1680
WH-C103999,Central,180000,2600
WH-N104000,North,120000,1800
WH-S104001,South,115000,1700
WH-E104002,East,118000,1750
WH-W104003,West,110000,1680
WH-C104004,Central,180000,2600
WH-N104005,North,120000,1800
WH-S104006,South,115000,1700
WH-E104007,East,118000,1750
WH-W104008,West,110000,1680
WH-C104009,Central,180000,2600
WH-N104010,North,120000,1800
WH-S104011,South,115000,1700
WH-E104012,East,118000,1750
WH-W104013,West,110000,1680
WH-C104014,Central,180000,2600
WH-N104015,North,120000,1800
WH-S104016,South,115000,1700
WH-E104017,East,118000,1750
WH-W104018,West,110000,1680
WH-C104019,Central,180000,2600
WH-N104020,North,120000,1800
WH-S104021,South,115000,1700
WH-E104022,East,118000,1750
WH-W104023,West,110000,1680
WH-C104024,Central,180000,2600
WH-N104025,North,120000,1800
WH-S104026,South,115000,1700
WH-E104027,East,118000,1750
WH-W104028,West,110000,1680
WH-C104029,Central,180000,2600
WH-N104030,North,120000,1800
WH-S104031,South,115000,1700
WH-E104032,East,118000,1750
WH-W104033,West,110000,1680
WH-C104034,Central,180000,2600
WH-N104035,North,120000,1800
WH-S104036,South,115000,1700
WH-E104037,East,118000,1750
WH-W104038,West,110000,1680
WH-C104039,Central,180000,2600
WH-N104040,North,120000,1800
WH-S104041,South,115000,1700
WH-E104042,East,118000,1750
WH-W104043,West,110000,1680
WH-C104044,Central,180000,2600
WH-N104045,North,120000,1800
WH-S104046,South,115000,1700
WH-E104047,East,118000,1750
WH-W104048,West,110000,1680
WH-C104049,Central,180000,2600
WH-N104050,North,120000,1800
WH-S104051,South,115000,1700
WH-E104052,East,118000,1750
WH-W104053,West,110000,1680
WH-C104054,Central,180000,2600
WH-N104055,North,120000,1800
WH-S104056,South,115000,1700
WH-E104057,East,118000,1750
WH-W104058,West,110000,1680
WH-C104059,Central,180000,2600
WH-N104060,North,120000,1800
WH-S104061,South,115000,1700
WH-E104062,East,118000,1750
WH-W104063,West,110000,1680
WH-C104064,Central,180000,2600
WH-N104065,North,120000,1800
WH-S104066,South,115000,1700
WH-E104067,East,118000,1750
WH-W104068,West,110000,1680
WH-C104069,Central,180000,2600
WH-N104070,North,120000,1800
WH-S104071,South,115000,1700
WH-E104072,East,118000,1750
WH-W104073,West,110000,1680
WH-C104074,Central,180000,2600
WH-N104075,North,120000,1800
WH-S104076,South,115000,1700
WH-E104077,East,118000,1750
WH-W104078,West,110000,1680
WH-C104079,Central,180000,2600
WH-N104080,North,120000,1800
WH-S104081,South,115000,1700
WH-E104082,East,118000,1750
WH-W104083,West,110000,1680
WH-C104084,Central,180000,2600
WH-N104085,North,120000,1800
WH-S104086,South,115000,1700
WH-E104087,East,118000,1750
WH-W104088,West,110000,1680
WH-C104089,Central,180000,2600
WH-N104090,North,120000,1800
WH-S104091,South,115000,1700
WH-E104092,East,118000,1750
WH-W104093,West,110000,1680
WH-C104094,Central,180000,2600
WH-N104095,North,120000,1800
WH-S104096,South,115000,1700
WH-E104097,East,118000,1750
WH-W104098,West,110000,1680
WH-C104099,Central,180000,2600
WH-N104100,North,120000,1800
WH-S104101,South,115000,1700
WH-E104102,East,118000,1750
WH-W104103,West,110000,1680
WH-C104104,Central,180000,2600
WH-N104105,North,120000,1800
WH-S104106,South,115000,1700
WH-E104107,East,118000,1750
WH-W104108,West,110000,1680
WH-C104109,Central,180000,2600
WH-N104110,North,120000,1800
WH-S104111,South,115000,1700
WH-E104112,East,118000,1750
WH-W104113,West,110000,1680
WH-C104114,Central,180000,2600
WH-N104115,North,120000,1800
WH-S104116,South,115000,1700
WH-E104117,East,118000,1750
WH-W104118,West,110000,1680
WH-C104119,Central,180000,2600
WH-N104120,North,120000,1800
WH-S104121,South,115000,1700
WH-E104122,East,118000,1750
WH-W104123,West,110000,1680
WH-C104124,Central,180000,2600
WH-N104125,North,120000,1800
WH-S104126,South,115000,1700
WH-E104127,East,118000,1750
WH-W104128,West,110000,1680
WH-C104129,Central,180000,2600
WH-N104130,North,120000,1800
WH-S104131,South,115000,1700
WH-E104132,East,118000,1750
WH-W104133,West,110000,1680
WH-C104134,Central,180000,2600
WH-N104135,North,120000,1800
WH-S104136,South,115000,1700
WH-E104137,East,118000,1750
WH-W104138,West,110000,1680
WH-C104139,Central,180000,2600
WH-N104140,North,120000,1800
WH-S104141,South,115000,1700
WH-E104142,East,118000,1750
WH-W104143,West,110000,1680
WH-C104144,Central,180000,2600
WH-N104145,North,120000,1800
WH-S104146,South,115000,1700
WH-E104147,East,118000,1750
WH-W104148,West,110000,1680
WH-C104149,Central,180000,2600
WH-N104150,North,120000,1800
WH-S104151,South,115000,1700
WH-E104152,East,118000,1750
WH-W104153,West,110000,1680
WH-C104154,Central,180000,2600
WH-N104155,North,120000,1800
WH-S104156,South,115000,1700
WH-E104157,East,118000,1750
WH-W104158,West,110000,1680
WH-C104159,Central,180000,2600
WH-N104160,North,120000,1800
WH-S104161,South,115000,1700
WH-E104162,East,118000,1750
WH-W104163,West,110000,1680
WH-C104164,Central,180000,2600
WH-N104165,North,120000,1800
WH-S104166,South,115000,1700
WH-E104167,East,118000,1750
WH-W104168,West,110000,1680
WH-C104169,Central,180000,2600
WH-N104170,North,120000,1800
WH-S104171,South,115000,1700
WH-E104172,East,118000,1750
WH-W104173,West,110000,1680
WH-C104174,Central,180000,2600
WH-N104175,North,120000,1800
WH-S104176,South,115000,1700
WH-E104177,East,118000,1750
WH-W104178,West,110000,1680
WH-C104179,Central,180000,2600
WH-N104180,North,120000,1800
WH-S104181,South,115000,1700
WH-E104182,East,118000,1750
WH-W104183,West,110000,1680
WH-C104184,Central,180000,2600
WH-N104185,North,120000,1800
WH-S104186,South,115000,1700
WH-E104187,East,118000,1750
WH-W104188,West,110000,1680
WH-C104189,Central,180000,2600
WH-N104190,North,120000,1800
WH-S104191,South,115000,1700
WH-E104192,East,118000,1750
WH-W104193,West,110000,1680
WH-C104194,Central,180000,2600
WH-N104195,North,120000,1800
WH-S104196,South,115000,1700
WH-E104197,East,118000,1750
WH-W104198,West,110000,1680
WH-C104199,Central,180000,2600
WH-N104200,North,120000,1800
WH-S104201,South,115000,1700
WH-E104202,East,118000,1750
WH-W104203,West,110000,1680
WH-C104204,Central,180000,2600
WH-N104205,North,120000,1800
WH-S104206,South,115000,1700
WH-E104207,East,118000,1750
WH-W104208,West,110000,1680
WH-C104209,Central,180000,2600
WH-N104210,North,120000,1800
WH-S104211,South,115000,1700
WH-E104212,East,118000,1750
WH-W104213,West,110000,1680
WH-C104214,Central,180000,2600
WH-N104215,North,120000,1800
WH-S104216,South,115000,1700
WH-E104217,East,118000,1750
WH-W104218,West,110000,1680
WH-C104219,Central,180000,2600
WH-N104220,North,120000,1800
WH-S104221,South,115000,1700
WH-E104222,East,118000,1750
WH-W104223,West,110000,1680
WH-C104224,Central,180000,2600
WH-N104225,North,120000,1800
WH-S104226,South,115000,1700
WH-E104227,East,118000,1750
WH-W104228,West,110000,1680
WH-C104229,Central,180000,2600
WH-N104230,North,120000,1800
WH-S104231,South,115000,1700
WH-E104232,East,118000,1750
WH-W104233,West,110000,1680
WH-C104234,Central,180000,2600
WH-N104235,North,120000,1800
WH-S104236,South,115000,1700
WH-E104237,East,118000,1750
WH-W104238,West,110000,1680
WH-C104239,Central,180000,2600
WH-N104240,North,120000,1800
WH-S104241,South,115000,1700
WH-E104242,East,118000,1750
WH-W104243,West,110000,1680
WH-C104244,Central,180000,2600
WH-N104245,North,120000,1800
WH-S104246,South,115000,1700
WH-E104247,East,118000,1750
WH-W104248,West,110000,1680
WH-C104249,Central,180000,2600
WH-N104250,North,120000,1800
WH-S104251,South,115000,1700
WH-E104252,East,118000,1750
WH-W104253,West,110000,1680
WH-C104254,Central,180000,2600
WH-N104255,North,120000,1800
WH-S104256,South,115000,1700
WH-E104257,East,118000,1750
WH-W104258,West,110000,1680
WH-C104259,Central,180000,2600
WH-N104260,North,120000,1800
WH-S104261,South,115000,1700
WH-E104262,East,118000,1750
WH-W104263,West,110000,1680
WH-C104264,Central,180000,2600
WH-N104265,North,120000,1800
WH-S104266,South,115000,1700
WH-E104267,East,118000,1750
WH-W104268,West,110000,1680
WH-C104269,Central,180000,2600
WH-N104270,North,120000,1800
WH-S104271,South,115000,1700
WH-E104272,East,118000,1750
WH-W104273,West,110000,1680
WH-C104274,Central,180000,2600
WH-N104275,North,120000,1800
WH-S104276,South,115000,1700
WH-E104277,East,118000,1750
WH-W104278,West,110000,1680
WH-C104279,Central,180000,2600
WH-N104280,North,120000,1800
WH-S104281,South,115000,1700
WH-E104282,East,118000,1750
WH-W104283,West,110000,1680
WH-C104284,Central,180000,2600
WH-N104285,North,120000,1800
WH-S104286,South,115000,1700
WH-E104287,East,118000,1750
WH-W104288,West,110000,1680
WH-C104289,Central,180000,2600
WH-N104290,North,120000,1800
WH-S104291,South,115000,1700
WH-E104292,East,118000,1750
WH-W104293,West,110000,1680
WH-C104294,Central,180000,2600
WH-N104295,North,120000,1800
WH-S104296,South,115000,1700
WH-E104297,East,118000,1750
WH-W104298,West,110000,1680
WH-C104299,Central,180000,2600
WH-N104300,North,120000,1800
WH-S104301,South,115000,1700
WH-E104302,East,118000,1750
WH-W104303,West,110000,1680
WH-C104304,Central,180000,2600
WH-N104305,North,120000,1800
WH-S104306,South,115000,1700
WH-E104307,East,118000,1750
WH-W104308,West,110000,1680
WH-C104309,Central,180000,2600
WH-N104310,North,120000,1800
WH-S104311,South,115000,1700
WH-E104312,East,118000,1750
WH-W104313,West,110000,1680
WH-C104314,Central,180000,2600
WH-N104315,North,120000,1800
WH-S104316,South,115000,1700
WH-E104317,East,118000,1750
WH-W104318,West,110000,1680
WH-C104319,Central,180000,2600
WH-N104320,North,120000,1800
WH-S104321,South,115000,1700
WH-E104322,East,118000,1750
WH-W104323,West,110000,1680
WH-C104324,Central,180000,2600
WH-N104325,North,120000,1800
WH-S104326,South,115000,1700
WH-E104327,East,118000,1750
WH-W104328,West,110000,1680
WH-C104329,Central,180000,2600
WH-N104330,North,120000,1800
WH-S104331,South,115000,1700
WH-E104332,East,118000,1750
WH-W104333,West,110000,1680
WH-C104334,Central,180000,2600
WH-N104335,North,120000,1800
WH-S104336,South,115000,1700
WH-E104337,East,118000,1750
WH-W104338,West,110000,1680
WH-C104339,Central,180000,2600
WH-N104340,North,120000,1800
WH-S104341,South,115000,1700
WH-E104342,East,118000,1750
WH-W104343,West,110000,1680
WH-C104344,Central,180000,2600
WH-N104345,North,120000,1800
WH-S104346,South,115000,1700
WH-E104347,East,118000,1750
WH-W104348,West,110000,1680
WH-C104349,Central,180000,2600
WH-N104350,North,120000,1800
WH-S104351,South,115000,1700
WH-E104352,East,118000,1750
WH-W104353,West,110000,1680
WH-C104354,Central,180000,2600
WH-N104355,North,120000,1800
WH-S104356,South,115000,1700
WH-E104357,East,118000,1750
WH-W104358,West,110000,1680
WH-C104359,Central,180000,2600
WH-N104360,North,120000,1800
WH-S104361,South,115000,1700
WH-E104362,East,118000,1750
WH-W104363,West,110000,1680
WH-C104364,Central,180000,2600
WH-N104365,North,120000,1800
WH-S104366,South,115000,1700
WH-E104367,East,118000,1750
WH-W104368,West,110000,1680
WH-C104369,Central,180000,2600
WH-N104370,North,120000,1800
WH-S104371,South,115000,1700
WH-E104372,East,118000,1750
WH-W104373,West,110000,1680
WH-C104374,Central,180000,2600
WH-N104375,North,120000,1800
WH-S104376,South,115000,1700
WH-E104377,East,118000,1750
WH-W104378,West,110000,1680
WH-C104379,Central,180000,2600
WH-N104380,North,120000,1800
WH-S104381,South,115000,1700
WH-E104382,East,118000,1750
WH-W104383,West,110000,1680
WH-C104384,Central,180000,2600
WH-N104385,North,120000,1800
WH-S104386,South,115000,1700
WH-E104387,East,118000,1750
WH-W104388,West,110000,1680
WH-C104389,Central,180000,2600
WH-N104390,North,120000,1800
WH-S104391,South,115000,1700
WH-E104392,East,118000,1750
WH-W104393,West,110000,1680
WH-C104394,Central,180000,2600
WH-N104395,North,120000,1800
WH-S104396,South,115000,1700
WH-E104397,East,118000,1750
WH-W104398,West,110000,1680
WH-C104399,Central,180000,2600
WH-N104400,North,120000,1800
WH-S104401,South,115000,1700
WH-E104402,East,118000,1750
WH-W104403,West,110000,1680
WH-C104404,Central,180000,2600
WH-N104405,North,120000,1800
WH-S104406,South,115000,1700
WH-E104407,East,118000,1750
WH-W104408,West,110000,1680
WH-C104409,Central,180000,2600
WH-N104410,North,120000,1800
WH-S104411,South,115000,1700
WH-E104412,East,118000,1750
WH-W104413,West,110000,1680
WH-C104414,Central,180000,2600
WH-N104415,North,120000,1800
WH-S104416,South,115000,1700
WH-E104417,East,118000,1750
WH-W104418,West,110000,1680
WH-C104419,Central,180000,2600
WH-N104420,North,120000,1800
WH-S104421,South,115000,1700
WH-E104422,East,118000,1750
WH-W104423,West,110000,1680
WH-C104424,Central,180000,2600
WH-N104425,North,120000,1800
WH-S104426,South,115000,1700
WH-E104427,East,118000,1750
WH-W104428,West,110000,1680
WH-C104429,Central,180000,2600
WH-N104430,North,120000,1800
WH-S104431,South,115000,1700
WH-E104432,East,118000,1750
WH-W104433,West,110000,1680
WH-C104434,Central,180000,2600
WH-N104435,North,120000,1800
WH-S104436,South,115000,1700
WH-E104437,East,118000,1750
WH-W104438,West,110000,1680
WH-C104439,Central,180000,2600
WH-N104440,North,120000,1800
WH-S104441,South,115000,1700
WH-E104442,East,118000,1750
WH-W104443,West,110000,1680
WH-C104444,Central,180000,2600
WH-N104445,North,120000,1800
WH-S104446,South,115000,1700
WH-E104447,East,118000,1750
WH-W104448,West,110000,1680
WH-C104449,Central,180000,2600
WH-N104450,North,120000,1800
WH-S104451,South,115000,1700
WH-E104452,East,118000,1750
WH-W104453,West,110000,1680
WH-C104454,Central,180000,2600
WH-N104455,North,120000,1800
WH-S104456,South,115000,1700
WH-E104457,East,118000,1750
WH-W104458,West,110000,1680
WH-C104459,Central,180000,2600
WH-N104460,North,120000,1800
WH-S104461,South,115000,1700
WH-E104462,East,118000,1750
WH-W104463,West,110000,1680
WH-C104464,Central,180000,2600
WH-N104465,North,120000,1800
WH-S104466,South,115000,1700
WH-E104467,East,118000,1750
WH-W104468,West,110000,1680
WH-C104469,Central,180000,2600
WH-N104470,North,120000,1800
WH-S104471,South,115000,1700
WH-E104472,East,118000,1750
WH-W104473,West,110000,1680
WH-C104474,Central,180000,2600
WH-N104475,North,120000,1800
WH-S104476,South,115000,1700
WH-E104477,East,118000,1750
WH-W104478,West,110000,1680
WH-C104479,Central,180000,2600
WH-N104480,North,120000,1800
WH-S104481,South,115000,1700
WH-E104482,East,118000,1750
WH-W104483,West,110000,1680
WH-C104484,Central,180000,2600
WH-N104485,North,120000,1800
WH-S104486,South,115000,1700
WH-E104487,East,118000,1750
WH-W104488,West,110000,1680
WH-C104489,Central,180000,2600
WH-N104490,North,120000,1800
WH-S104491,South,115000,1700
WH-E104492,East,118000,1750
WH-W104493,West,110000,1680
WH-C104494,Central,180000,2600
WH-N104495,North,120000,1800
WH-S104496,South,115000,1700
WH-E104497,East,118000,1750
WH-W104498,West,110000,1680
WH-C104499,Central,180000,2600
WH-N104500,North,120000,1800
WH-S104501,South,115000,1700
WH-E104502,East,118000,1750
WH-W104503,West,110000,1680
WH-C104504,Central,180000,2600
WH-N104505,North,120000,1800
WH-S104506,South,115000,1700
WH-E104507,East,118000,1750
WH-W104508,West,110000,1680
WH-C104509,Central,180000,2600
WH-N104510,North,120000,1800
WH-S104511,South,115000,1700
WH-E104512,East,118000,1750
WH-W104513,West,110000,1680
WH-C104514,Central,180000,2600
WH-N104515,North,120000,1800
WH-S104516,South,115000,1700
WH-E104517,East,118000,1750
WH-W104518,West,110000,1680
WH-C104519,Central,180000,2600
WH-N104520,North,120000,1800
WH-S104521,South,115000,1700
WH-E104522,East,118000,1750
WH-W104523,West,110000,1680
WH-C104524,Central,180000,2600
WH-N104525,North,120000,1800
WH-S104526,South,115000,1700
WH-E104527,East,118000,1750
WH-W104528,West,110000,1680
WH-C104529,Central,180000,2600
WH-N104530,North,120000,1800
WH-S104531,South,115000,1700
WH-E104532,East,118000,1750
WH-W104533,West,110000,1680
WH-C104534,Central,180000,2600
WH-N104535,North,120000,1800
WH-S104536,South,115000,1700
WH-E104537,East,118000,1750
WH-W104538,West,110000,1680
WH-C104539,Central,180000,2600
WH-N104540,North,120000,1800
WH-S104541,South,115000,1700
WH-E104542,East,118000,1750
WH-W104543,West,110000,1680
WH-C104544,Central,180000,2600
WH-N104545,North,120000,1800
WH-S104546,South,115000,1700
WH-E104547,East,118000,1750
WH-W104548,West,110000,1680
WH-C104549,Central,180000,2600
WH-N104550,North,120000,1800
WH-S104551,South,115000,1700
WH-E104552,East,118000,1750
WH-W104553,West,110000,1680
WH-C104554,Central,180000,2600
WH-N104555,North,120000,1800
WH-S104556,South,115000,1700
WH-E104557,East,118000,1750
WH-W104558,West,110000,1680
WH-C104559,Central,180000,2600
WH-N104560,North,120000,1800
WH-S104561,South,115000,1700
WH-E104562,East,118000,1750
WH-W104563,West,110000,1680
WH-C104564,Central,180000,2600
WH-N104565,North,120000,1800
WH-S104566,South,115000,1700
WH-E104567,East,118000,1750
WH-W104568,West,110000,1680
WH-C104569,Central,180000,2600
WH-N104570,North,120000,1800
WH-S104571,South,115000,1700
WH-E104572,East,118000,1750
WH-W104573,West,110000,1680
WH-C104574,Central,180000,2600
WH-N104575,North,120000,1800
WH-S104576,South,115000,1700
WH-E104577,East,118000,1750
WH-W104578,West,110000,1680
WH-C104579,Central,180000,2600
WH-N104580,North,120000,1800
WH-S104581,South,115000,1700
WH-E104582,East,118000,1750
WH-W104583,West,110000,1680
WH-C104584,Central,180000,2600
WH-N104585,North,120000,1800
WH-S104586,South,115000,1700
WH-E104587,East,118000,1750
